time_passed,force_0,force_1,force_2,force_3
0.004,0.355834960938,0.381256103516,0.408599853516,0.132965087891
0.009,0.367553710938,0.391021728516,0.408599853516,0.156402587891
0.004,0.367553710938,0.391021728516,0.408599853516,0.156402587891
0.004,0.357788085938,0.373413085938,0.396881103516,0.154449462891
0.004,0.367553710938,0.410552978516,0.418395996094,0.136871337891
0.004,0.349975585938,0.373413085938,0.402740478516,0.132965087891
0.004,0.353881835938,0.383209228516,0.402740478516,0.158355712891
0.004,0.355834960938,0.379272460938,0.406646728516,0.142730712891
0.004,0.357788085938,0.381256103516,0.404693603516,0.142730712891
0.004,0.357788085938,0.381256103516,0.402740478516,0.146636962891
0.004,0.351928710938,0.377319335938,0.404693603516,0.142730712891
0.004,0.355834960938,0.381256103516,0.398834228516,0.146636962891
0.004,0.383209228516,0.365600585938,0.414489746094,0.174011230469
0.004,0.351928710938,0.375366210938,0.398834228516,0.146636962891
0.004,0.391021728516,0.402740478516,0.416442871094,0.152496337891
0.004,0.357788085938,0.381256103516,0.396881103516,0.154449462891
0.004,0.355834960938,0.387115478516,0.400787353516,0.138824462891
0.004,0.340179443359,0.361694335938,0.426208496094,0.148590087891
0.004,0.373413085938,0.389068603516,0.412506103516,0.152496337891
0.004,0.361694335938,0.375366210938,0.400787353516,0.154449462891
0.004,0.369506835938,0.408599853516,0.418395996094,0.134918212891
0.004,0.346038818359,0.365600585938,0.385162353516,0.136871337891
0.004,0.334320068359,0.371459960938,0.385162353516,0.160339355469
0.004,0.351928710938,0.371459960938,0.396881103516,0.154449462891
0.004,0.349975585938,0.379272460938,0.394927978516,0.131011962891
0.004,0.353881835938,0.383209228516,0.406646728516,0.150543212891
0.004,0.369506835938,0.379272460938,0.410552978516,0.154449462891
0.004,0.349975585938,0.391021728516,0.400787353516,0.138824462891
0.004,0.355834960938,0.365600585938,0.398834228516,0.136871337891
0.004,0.400787353516,0.410552978516,0.422302246094,0.158355712891
0.004,0.351928710938,0.369506835938,0.396881103516,0.156402587891
0.004,0.310852050781,0.371459960938,0.391021728516,0.115356445312
0.004,0.347991943359,0.381256103516,0.402740478516,0.144683837891
0.004,0.330413818359,0.365600585938,0.381256103516,0.142730712891
0.004,0.353881835938,0.373413085938,0.412506103516,0.148590087891
0.004,0.357788085938,0.379272460938,0.398834228516,0.148590087891
0.004,0.361694335938,0.418395996094,0.398834228516,0.129058837891
0.004,0.377319335938,0.373413085938,0.394927978516,0.152496337891
0.004,0.330413818359,0.269805908203,0.322601318359,0.146636962891
0.004,0.373413085938,0.416442871094,0.428161621094,0.166198730469
0.004,0.353881835938,0.369506835938,0.398834228516,0.148590087891
0.004,0.349975585938,0.367553710938,0.375366210938,0.127105712891
0.004,0.347991943359,0.371459960938,0.392974853516,0.134918212891
0.004,0.355834960938,0.381256103516,0.404693603516,0.166198730469
0.004,0.353881835938,0.381256103516,0.398834228516,0.140777587891
0.004,0.338226318359,0.375366210938,0.406646728516,0.132965087891
0.004,0.369506835938,0.391021728516,0.412506103516,0.154449462891
0.004,0.355834960938,0.373413085938,0.402740478516,0.156402587891
0.004,0.367553710938,0.406646728516,0.414489746094,0.140777587891
0.004,0.346038818359,0.349975585938,0.392974853516,0.134918212891
0.004,0.340179443359,0.367553710938,0.392974853516,0.158355712891
0.004,0.351928710938,0.369506835938,0.396881103516,0.138824462891
0.004,0.346038818359,0.385162353516,0.396881103516,0.129058837891
0.004,0.353881835938,0.383209228516,0.404693603516,0.148590087891
0.004,0.355834960938,0.389068603516,0.408599853516,0.150543212891
0.004,0.375366210938,0.383209228516,0.420349121094,0.134918212891
0.004,0.328460693359,0.365600585938,0.377319335938,0.142730712891
0.004,0.369506835938,0.416442871094,0.418395996094,0.138824462891
0.004,0.363647460938,0.383209228516,0.434020996094,0.162292480469
0.004,0.355834960938,0.367553710938,0.400787353516,0.148590087891
0.004,0.422302246094,0.412506103516,0.389068603516,0.146636962891
0.004,0.353881835938,0.365600585938,0.394927978516,0.146636962891
0.004,0.334320068359,0.381256103516,0.396881103516,0.129058837891
0.004,0.355834960938,0.383209228516,0.404693603516,0.127105712891
0.004,0.371459960938,0.379272460938,0.404693603516,0.158355712891
0.004,0.347991943359,0.391021728516,0.398834228516,0.131011962891
0.004,0.359741210938,0.371459960938,0.398834228516,0.138824462891
0.004,0.371459960938,0.402740478516,0.428161621094,0.166198730469
0.004,0.353881835938,0.373413085938,0.392974853516,0.154449462891
0.004,0.359741210938,0.369506835938,0.379272460938,0.123168945312
0.004,0.328460693359,0.365600585938,0.392974853516,0.123168945312
0.004,0.357788085938,0.375366210938,0.410552978516,0.138824462891
0.004,0.349975585938,0.379272460938,0.396881103516,0.154449462891
0.004,0.355834960938,0.379272460938,0.408599853516,0.142730712891
0.004,0.369506835938,0.389068603516,0.408599853516,0.138824462891
0.004,0.355834960938,0.375366210938,0.404693603516,0.152496337891
0.004,0.346038818359,0.375366210938,0.398834228516,0.154449462891
0.004,0.361694335938,0.402740478516,0.389068603516,0.140777587891
0.004,0.361694335938,0.385162353516,0.402740478516,0.144683837891
0.004,0.332366943359,0.355834960938,0.391021728516,0.146636962891
0.004,0.355834960938,0.377319335938,0.398834228516,0.136871337891
0.004,0.349975585938,0.375366210938,0.373413085938,0.152496337891
0.004,0.346038818359,0.387115478516,0.396881103516,0.119262695312
0.004,0.355834960938,0.377319335938,0.396881103516,0.136871337891
0.004,0.363647460938,0.391021728516,0.410552978516,0.142730712891
0.004,0.359741210938,0.371459960938,0.402740478516,0.146636962891
0.004,0.346038818359,0.387115478516,0.414489746094,0.156402587891
0.004,0.347991943359,0.367553710938,0.392974853516,0.140777587891
0.004,0.408599853516,0.389068603516,0.387115478516,0.140777587891
0.004,0.349975585938,0.365600585938,0.389068603516,0.154449462891
0.004,0.334320068359,0.381256103516,0.392974853516,0.152496337891
0.004,0.355834960938,0.377319335938,0.398834228516,0.125122070312
0.004,0.373413085938,0.381256103516,0.412506103516,0.140777587891
0.004,0.344085693359,0.389068603516,0.398834228516,0.160339355469
0.004,0.361694335938,0.369506835938,0.400787353516,0.136871337891
0.004,0.369506835938,0.396881103516,0.428161621094,0.136871337891
0.004,0.353881835938,0.367553710938,0.398834228516,0.172058105469
0.004,0.379272460938,0.389068603516,0.410552978516,0.150543212891
0.004,0.349975585938,0.379272460938,0.404693603516,0.144683837891
0.004,0.355834960938,0.383209228516,0.404693603516,0.150543212891
0.004,0.449676513672,0.439880371094,0.463348388672,0.138824462891
0.004,0.332366943359,0.344085693359,0.377319335938,0.174011230469
0.004,0.361694335938,0.389068603516,0.410552978516,0.189636230469
0.004,0.306945800781,0.392974853516,0.381256103516,0.140777587891
0.004,0.349975585938,0.369506835938,0.408599853516,0.129058837891
0.004,0.367553710938,0.389068603516,0.420349121094,0.154449462891
0.004,0.353881835938,0.371459960938,0.398834228516,0.160339355469
0.004,0.406646728516,0.400787353516,0.387115478516,0.158355712891
0.004,0.347991943359,0.363647460938,0.389068603516,0.125122070312
0.004,0.330413818359,0.375366210938,0.404693603516,0.131011962891
0.004,0.351928710938,0.373413085938,0.398834228516,0.162292480469
0.004,0.353881835938,0.381256103516,0.398834228516,0.127105712891
0.004,0.363647460938,0.389068603516,0.410552978516,0.134918212891
0.004,0.353881835938,0.373413085938,0.406646728516,0.146636962891
0.004,0.351928710938,0.389068603516,0.408599853516,0.154449462891
0.004,0.349975585938,0.365600585938,0.389068603516,0.148590087891
0.004,0.408599853516,0.389068603516,0.391021728516,0.132965087891
0.004,0.351928710938,0.373413085938,0.398834228516,0.150543212891
0.004,0.357788085938,0.377319335938,0.404693603516,0.146636962891
0.004,0.334320068359,0.377319335938,0.402740478516,0.138824462891
0.004,0.363647460938,0.389068603516,0.396881103516,0.148590087891
0.004,0.349975585938,0.373413085938,0.402740478516,0.134918212891
0.004,0.351928710938,0.344085693359,0.392974853516,0.150543212891
0.004,0.363647460938,0.379272460938,0.404693603516,0.148590087891
0.004,0.351928710938,0.385162353516,0.406646728516,0.131011962891
0.004,0.340179443359,0.344085693359,0.400787353516,0.152496337891
0.004,0.416442871094,0.406646728516,0.410552978516,0.150543212891
0.004,0.349975585938,0.367553710938,0.394927978516,0.150543212891
0.004,0.304992675781,0.373413085938,0.392974853516,0.152496337891
0.004,0.351928710938,0.375366210938,0.392974853516,0.131011962891
0.004,0.371459960938,0.381256103516,0.410552978516,0.142730712891
0.004,0.355834960938,0.387115478516,0.394927978516,0.150543212891
0.004,0.357788085938,0.367553710938,0.404693603516,0.140777587891
0.004,0.365600585938,0.391021728516,0.416442871094,0.134918212891
0.004,0.357788085938,0.371459960938,0.402740478516,0.162292480469
0.004,0.402740478516,0.404693603516,0.391021728516,0.152496337891
0.004,0.346038818359,0.367553710938,0.394927978516,0.123168945312
0.004,0.326507568359,0.373413085938,0.402740478516,0.132965087891
0.004,0.351928710938,0.375366210938,0.396881103516,0.166198730469
0.004,0.357788085938,0.381256103516,0.398834228516,0.148590087891
0.004,0.357788085938,0.383209228516,0.398834228516,0.136871337891
0.004,0.334320068359,0.373413085938,0.389068603516,0.144683837891
0.004,0.367553710938,0.387115478516,0.398834228516,0.136871337891
0.004,0.349975585938,0.375366210938,0.400787353516,0.146636962891
0.004,0.361694335938,0.400787353516,0.398834228516,0.138824462891
0.004,0.379272460938,0.373413085938,0.396881103516,0.152496337891
0.004,0.297180175781,0.246337890625,0.314758300781,0.150543212891
0.004,0.322601318359,0.373413085938,0.398834228516,0.146636962891
0.004,0.342132568359,0.367553710938,0.400787353516,0.148590087891
0.004,0.351928710938,0.379272460938,0.396881103516,0.132965087891
0.004,0.357788085938,0.383209228516,0.408599853516,0.144683837891
0.004,0.363647460938,0.371459960938,0.404693603516,0.156402587891
0.004,0.347991943359,0.392974853516,0.389068603516,0.142730712891
0.004,0.351928710938,0.367553710938,0.398834228516,0.142730712891
0.004,0.408599853516,0.416442871094,0.416442871094,0.150543212891
0.004,0.349975585938,0.369506835938,0.398834228516,0.158355712891
0.004,0.308898925781,0.373413085938,0.391021728516,0.129058837891
0.004,0.353881835938,0.373413085938,0.396881103516,0.142730712891
0.004,0.363647460938,0.379272460938,0.410552978516,0.162292480469
0.004,0.351928710938,0.383209228516,0.394927978516,0.134918212891
0.004,0.357788085938,0.375366210938,0.404693603516,0.138824462891
0.004,0.369506835938,0.391021728516,0.408599853516,0.154449462891
0.004,0.365600585938,0.387115478516,0.406646728516,0.154449462891
0.004,0.357788085938,0.371459960938,0.414489746094,0.144683837891
0.004,0.332366943359,0.369506835938,0.387115478516,0.142730712891
0.004,0.373413085938,0.392974853516,0.369506835938,0.119262695312
0.004,0.351928710938,0.394927978516,0.406646728516,0.146636962891
0.004,0.349975585938,0.369506835938,0.404693603516,0.138824462891
0.004,0.369506835938,0.369506835938,0.426208496094,0.150543212891
0.004,0.351928710938,0.377319335938,0.402740478516,0.138824462891
0.004,0.351928710938,0.377319335938,0.404693603516,0.138824462891
0.004,0.365600585938,0.391021728516,0.410552978516,0.152496337891
0.004,0.357788085938,0.371459960938,0.398834228516,0.144683837891
0.004,0.373413085938,0.412506103516,0.418395996094,0.134918212891
0.004,0.347991943359,0.363647460938,0.391021728516,0.127105712891
0.004,0.328460693359,0.369506835938,0.394927978516,0.158355712891
0.004,0.351928710938,0.373413085938,0.396881103516,0.154449462891
0.004,0.349975585938,0.379272460938,0.396881103516,0.129058837891
0.004,0.355834960938,0.379272460938,0.404693603516,0.148590087891
0.004,0.367553710938,0.377319335938,0.404693603516,0.160339355469
0.004,0.347991943359,0.391021728516,0.400787353516,0.134918212891
0.004,0.353881835938,0.353881835938,0.398834228516,0.138824462891
0.004,0.406646728516,0.410552978516,0.420349121094,0.154449462891
0.004,0.355834960938,0.377319335938,0.402740478516,0.152496337891
0.004,0.359741210938,0.383209228516,0.396881103516,0.136871337891
0.004,0.355834960938,0.371459960938,0.404693603516,0.164245605469
0.004,0.361694335938,0.385162353516,0.402740478516,0.148590087891
0.004,0.334320068359,0.383209228516,0.387115478516,0.150543212891
0.004,0.355834960938,0.375366210938,0.398834228516,0.140777587891
0.004,0.172058105469,0.299133300781,0.332366943359,0.109497070312
0.004,0.349975585938,0.404693603516,0.394927978516,0.132965087891
0.004,0.359741210938,0.369506835938,0.394927978516,0.142730712891
0.004,0.375366210938,0.406646728516,0.430114746094,0.164245605469
0.004,0.349975585938,0.371459960938,0.392974853516,0.146636962891
0.004,0.351928710938,0.367553710938,0.379272460938,0.123168945312
0.004,0.349975585938,0.369506835938,0.396881103516,0.138824462891
0.004,0.361694335938,0.379272460938,0.408599853516,0.164245605469
0.004,0.351928710938,0.379272460938,0.394927978516,0.146636962891
0.004,0.357788085938,0.375366210938,0.402740478516,0.132965087891
0.004,0.359741210938,0.391021728516,0.410552978516,0.144683837891
0.004,0.357788085938,0.375366210938,0.402740478516,0.158355712891
0.004,0.367553710938,0.408599853516,0.418395996094,0.129058837891
0.004,0.344085693359,0.363647460938,0.394927978516,0.138824462891
0.004,0.338226318359,0.369506835938,0.392974853516,0.158355712891
0.004,0.351928710938,0.371459960938,0.396881103516,0.154449462891
0.004,0.387115478516,0.396881103516,0.418395996094,0.146636962891
0.004,0.355834960938,0.379272460938,0.394927978516,0.156402587891
0.004,0.353881835938,0.381256103516,0.406646728516,0.140777587891
0.004,0.443786621094,0.439880371094,0.459442138672,0.162292480469
0.004,0.369506835938,0.383209228516,0.418395996094,0.160339355469
0.004,0.361694335938,0.383209228516,0.408599853516,0.138824462891
0.004,0.377319335938,0.441833496094,0.410552978516,0.144683837891
0.004,0.344085693359,0.363647460938,0.396881103516,0.150543212891
0.004,0.396881103516,0.383209228516,0.394927978516,0.142730712891
0.004,0.355834960938,0.373413085938,0.392974853516,0.156402587891
0.004,0.342132568359,0.381256103516,0.394927978516,0.129058837891
0.004,0.349975585938,0.377319335938,0.396881103516,0.148590087891
0.004,0.371459960938,0.381256103516,0.408599853516,0.156402587891
0.004,0.340179443359,0.387115478516,0.398834228516,0.136871337891
0.004,0.353881835938,0.369506835938,0.398834228516,0.132965087891
0.004,0.373413085938,0.402740478516,0.426208496094,0.166198730469
0.004,0.355834960938,0.367553710938,0.400787353516,0.154449462891
0.004,0.355834960938,0.369506835938,0.379272460938,0.119262695312
0.004,0.332366943359,0.369506835938,0.394927978516,0.142730712891
0.004,0.355834960938,0.379272460938,0.406646728516,0.164245605469
0.004,0.351928710938,0.381256103516,0.398834228516,0.140777587891
0.004,0.363647460938,0.373413085938,0.402740478516,0.140777587891
0.004,0.353881835938,0.373413085938,0.387115478516,0.154449462891
0.004,0.346038818359,0.392974853516,0.365600585938,0.121215820312
0.004,0.353881835938,0.379272460938,0.396881103516,0.144683837891
0.004,0.320648193359,0.320648193359,0.373413085938,0.146636962891
0.004,0.353881835938,0.381256103516,0.398834228516,0.136871337891
0.004,0.373413085938,0.381256103516,0.408599853516,0.150543212891
0.004,0.342132568359,0.359741210938,0.385162353516,0.150543212891
0.004,0.336273193359,0.381256103516,0.404693603516,0.156402587891
0.004,0.351928710938,0.369506835938,0.402740478516,0.154449462891
0.004,0.355834960938,0.367553710938,0.400787353516,0.129058837891
0.004,0.346038818359,0.391021728516,0.412506103516,0.156402587891
0.004,0.361694335938,0.373413085938,0.398834228516,0.160339355469
0.004,0.349975585938,0.391021728516,0.412506103516,0.144683837891
0.004,0.347991943359,0.367553710938,0.398834228516,0.136871337891
0.004,0.410552978516,0.389068603516,0.391021728516,0.152496337891
0.004,0.347991943359,0.373413085938,0.400787353516,0.150543212891
0.004,0.334320068359,0.379272460938,0.392974853516,0.119262695312
0.004,0.351928710938,0.375366210938,0.396881103516,0.148590087891
0.004,0.373413085938,0.377319335938,0.412506103516,0.154449462891
0.004,0.346038818359,0.391021728516,0.400787353516,0.127105712891
0.004,0.357788085938,0.369506835938,0.400787353516,0.136871337891
0.004,0.353881835938,0.381256103516,0.402740478516,0.148590087891
0.004,0.359741210938,0.383209228516,0.400787353516,0.142730712891
0.004,0.357788085938,0.375366210938,0.408599853516,0.146636962891
0.004,0.355834960938,0.379272460938,0.396881103516,0.144683837891
0.004,0.367553710938,0.373413085938,0.408599853516,0.136871337891
0.004,0.385162353516,0.377319335938,0.404693603516,0.148590087891
0.004,0.299133300781,0.332366943359,0.369506835938,0.150543212891
0.004,0.367553710938,0.375366210938,0.410552978516,0.150543212891
0.004,0.349975585938,0.377319335938,0.398834228516,0.140777587891
0.004,0.359741210938,0.375366210938,0.404693603516,0.131011962891
0.004,0.371459960938,0.392974853516,0.414489746094,0.168151855469
0.004,0.355834960938,0.375366210938,0.398834228516,0.150543212891
0.004,0.406646728516,0.400787353516,0.392974853516,0.123168945312
0.004,0.347991943359,0.363647460938,0.391021728516,0.136871337891
0.004,0.328460693359,0.377319335938,0.404693603516,0.160339355469
0.004,0.351928710938,0.375366210938,0.398834228516,0.158355712891
0.004,0.355834960938,0.383209228516,0.396881103516,0.132965087891
0.004,0.359741210938,0.387115478516,0.414489746094,0.144683837891
0.004,0.361694335938,0.379272460938,0.404693603516,0.160339355469
0.004,0.351928710938,0.392974853516,0.410552978516,0.142730712891
0.004,0.349975585938,0.361694335938,0.394927978516,0.132965087891
0.004,0.412506103516,0.389068603516,0.391021728516,0.150543212891
0.004,0.363647460938,0.379272460938,0.410552978516,0.148590087891
0.004,0.359741210938,0.375366210938,0.410552978516,0.160339355469
0.004,0.332366943359,0.369506835938,0.385162353516,0.142730712891
0.004,0.265899658203,0.328460693359,0.347991943359,0.119262695312
0.004,0.361694335938,0.392974853516,0.408599853516,0.142730712891
0.004,0.353881835938,0.385162353516,0.404693603516,0.150543212891
0.004,0.361694335938,0.334320068359,0.414489746094,0.136871337891
0.004,0.347991943359,0.394927978516,0.402740478516,0.140777587891
0.004,0.346038818359,0.369506835938,0.398834228516,0.136871337891
0.004,0.412506103516,0.412506103516,0.416442871094,0.156402587891
0.004,0.353881835938,0.371459960938,0.396881103516,0.148590087891
0.004,0.304992675781,0.369506835938,0.387115478516,0.127105712891
0.004,0.340179443359,0.373413085938,0.402740478516,0.127105712891
0.004,0.369506835938,0.377319335938,0.410552978516,0.162292480469
0.004,0.347991943359,0.385162353516,0.394927978516,0.140777587891
0.004,0.361694335938,0.373413085938,0.400787353516,0.132965087891
0.004,0.369506835938,0.392974853516,0.414489746094,0.164245605469
0.004,0.357788085938,0.373413085938,0.404693603516,0.140777587891
0.004,0.400787353516,0.400787353516,0.391021728516,0.125122070312
0.004,0.349975585938,0.369506835938,0.392974853516,0.132965087891
0.004,0.324554443359,0.373413085938,0.400787353516,0.162292480469
0.004,0.351928710938,0.387115478516,0.402740478516,0.148590087891
0.004,0.359741210938,0.387115478516,0.402740478516,0.142730712891
0.004,0.349975585938,0.375366210938,0.402740478516,0.172058105469
0.004,0.361694335938,0.381256103516,0.398834228516,0.146636962891
0.004,0.373413085938,0.414489746094,0.408599853516,0.146636962891
0.004,0.357788085938,0.367553710938,0.402740478516,0.138824462891
0.004,0.201385498047,0.316711425781,0.379272460938,0.136871337891
0.004,0.379272460938,0.412506103516,0.412506103516,0.138824462891
0.004,0.347991943359,0.371459960938,0.392974853516,0.142730712891
0.004,0.328460693359,0.363647460938,0.394927978516,0.164245605469
0.004,0.353881835938,0.371459960938,0.394927978516,0.146636962891
0.004,0.347991943359,0.375366210938,0.394927978516,0.127105712891
0.004,0.355834960938,0.387115478516,0.408599853516,0.152496337891
0.004,0.371459960938,0.375366210938,0.404693603516,0.158355712891
0.004,0.346038818359,0.387115478516,0.400787353516,0.138824462891
0.004,0.353881835938,0.365600585938,0.396881103516,0.138824462891
0.004,0.404693603516,0.416442871094,0.420349121094,0.156402587891
0.004,0.351928710938,0.371459960938,0.389068603516,0.154449462891
0.004,0.304992675781,0.369506835938,0.392974853516,0.129058837891
0.004,0.349975585938,0.369506835938,0.396881103516,0.140777587891
0.004,0.365600585938,0.385162353516,0.412506103516,0.162292480469
0.004,0.351928710938,0.389068603516,0.396881103516,0.136871337891
0.004,0.379272460938,0.398834228516,0.416442871094,0.148590087891
0.004,0.359741210938,0.383209228516,0.406646728516,0.150543212891
0.004,0.351928710938,0.383209228516,0.396881103516,0.138824462891
0.004,0.349975585938,0.389068603516,0.402740478516,0.152496337891
0.004,0.363647460938,0.373413085938,0.404693603516,0.146636962891
0.004,0.359741210938,0.379272460938,0.402740478516,0.142730712891
0.004,0.418395996094,0.430114746094,0.410552978516,0.136871337891
0.004,0.353881835938,0.363647460938,0.410552978516,0.136871337891
0.004,0.361694335938,0.383209228516,0.408599853516,0.148590087891
0.004,0.344085693359,0.381256103516,0.396881103516,0.158355712891
0.004,0.357788085938,0.379272460938,0.402740478516,0.140777587891
